a,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33738439,- NIKE 16 -,253074744,Elissavet,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97424,23.73215,Entire home/apt,89,4,52,31-07-2021,1.63,1,22,10,341823
33739080,Luxury Studio with a unique view of Acropolis.,175690185,Σοφία,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96468,23.72973,Entire home/apt,20,2,120,03-12-2021,3.72,1,265,19,1321643
33739154,"Happy moments - Cozy Apartment, Athens",254323526,Eve,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96213,23.7289,Entire home/apt,39,2,105,21-11-2021,3.23,1,222,19,560481
33742566,A16 Modern & cosy suite near Plaka @Athens center,188478211,Pristine Urban Suites,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97794,23.72897,Entire home/apt,55,2,141,20-12-2021,4.31,13,253,55,620115
33744896,{NEW} Stylish & Shiny apartment  to metro station,7577186,Christos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00076,23.72424,Entire home/apt,28,2,74,01-12-2021,2.27,2,354,23,622054
33746261,Athens TOWER 2 bdrs-2 baths supreme ROOF TOP apt,62982756,Spiros,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98659,23.76219,Entire home/apt,76,3,34,14-11-2021,1.04,7,161,8,1109450
33746831,Chic and Minimal Studio Apartment Near Local Restaurants,7577186,Christos,,ΓΟΥΔΙ,37.98177,23.7624,Entire home/apt,38,2,72,08-11-2021,2.19,2,37,8,622043
33757724,"Nikitas Apartment , Fully renovated",152045127,Nikitas,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95466,23.72036,Entire home/apt,36,2,1,22-04-2019,0.03,1,1,0,641951
33758895,Athens City Pearl,254476181,Beshnik,,ΙΛΙΣΙΑ,37.9784,23.75385,Entire home/apt,110,2,1,22-05-2019,0.03,1,178,0,621855
33759095,Calliope,254475761,Konstantinos,,ΑΚΡΟΠΟΛΗ,37.96365,23.71659,Entire home/apt,50,2,75,22-02-2020,2.36,1,22,0,597048
33764094,Chimney (private room),36618961,Christos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98685,23.73182,Private room,18,2,90,30-10-2021,2.88,2,349,32,623207
33767446,Ensuite double bedroom with Acropolis View,160418660,Dioskouros,,ΖΑΠΠΕΙΟ,37.97204,23.73354,Private room,37,1,0,,,2,325,0,0206K011A0209100
33769390,A cozy appartment 200m far away from Acropolis!,47099355,Anna-Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9683,23.72549,Entire home/apt,60,2,119,31-10-2021,3.82,2,340,34,981852
33769397,57m²  homm Fancy Koukaki Lodge,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96307,23.72365,Entire home/apt,52,2,66,15-12-2021,2.02,153,335,18,1121628
33774079,⭐Newly renovated flat - 10 min from metro station⭐,8793456,Nik,,ΚΟΛΩΝΟΣ,37.99615,23.71612,Entire home/apt,41,3,10,11-11-2019,0.32,6,0,0,624211
33778102,Stylish with yard apartment near Acropolis,75990171,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96468,23.72165,Entire home/apt,57,2,121,13-12-2021,3.7,6,320,52,619675
33788800,Enjoy the Athens lifestyle in a 2BDR Condo!,173384199,Giorgos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95357,23.72069,Entire home/apt,150,5,5,03-01-2020,0.16,29,83,0,760470
33796162,Central & Comfy 1BD Apartment in Plaka,20104194,Upstreet,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97329,23.73303,Entire home/apt,68,1,16,17-08-2021,0.52,74,351,5,621367
33796626,Spacious renovated apartment near the city center,177854704,Emmanuela,,ΓΟΥΔΙ,37.9802,23.76084,Entire home/apt,60,1,20,26-09-2020,0.62,13,175,0,1395301
33802451,The Philosopher's hut,131919291,Michel,,ΚΟΛΩΝΑΚΙ,37.97818,23.74054,Entire home/apt,75,2,13,14-11-2021,0.4,3,325,3,
33803851,The “Boutique” by SPACEERS,11898939,Panos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98948,23.72354,Entire home/apt,27,2,81,25-10-2021,2.59,8,316,24,622940
33806301,plaka apartment,255236958,Sufia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98321,23.72641,Entire home/apt,149,1,0,,,2,365,0,
33806394,SUPER PLACE BY ACROPOLIS,255236958,Sufia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97819,23.72396,Private room,149,1,0,,,2,0,0,
33816859,Athens Color Cube / Petrol Apartment,76705105,Athens Color Cube,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978,23.72776,Entire home/apt,77,1,31,06-06-2021,1.02,6,347,1,953472
33818689,Syntagma Apartment 10 @ Central Athens,190394609,Christina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97339,23.734,Entire home/apt,39,1,88,19-12-2021,2.7,10,355,32,
33818761,Omonia Square Apartment,64632966,Nikolaos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98675,23.7251,Entire home/apt,29,3,2,27-11-2021,1.71,3,153,2,1162748147
33819692,Lysicrates Monument - Athens 33,15316457,Charikleia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97626,23.72697,Entire home/apt,90,2,0,,,5,17,0,571212
33819880,Fully equipped flat 3 min from Athens Metro,255339797,Margarita,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99514,23.77507,Entire home/apt,34,10,8,29-08-2021,0.27,1,234,3,780747
33821799,Ancient Agora - Athens 33,15316457,Charikleia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97436,23.72857,Private room,70,2,3,22-09-2019,0.1,5,0,0,550735
33821833,Tower of Winds - Athens 33,15316457,Charikleia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97439,23.72856,Entire home/apt,90,1,5,08-10-2019,0.16,5,268,0,550746
33822443,Stylish and modern apartment in the heart of Athens,255359259,Vasiliki,,ΠΑΓΚΡΑΤΙ,37.96533,23.75151,Entire home/apt,75,2,7,09-12-2019,0.21,1,77,0,
33832693,Fascinating apartment next to Acropolis,75990171,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96468,23.72165,Entire home/apt,50,2,61,28-11-2021,1.87,6,318,26,619653
33833090,Lux apartment 12 with yard in the heart of Athens,63254532,Stavros,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95965,23.72818,Entire home/apt,34,1,156,06-12-2021,4.76,5,154,55,680389
33840003,Explore Athens From a Central Home,255509625,Vassiliki,,ΠΕΤΡΑΛΩΝΑ,37.96995,23.70836,Entire home/apt,44,2,79,22-11-2020,2.5,2,73,0,1009310
33840583,Penthouse Style Apt - Acropolis uninterrupted view,107749061,Gregory,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96171,23.73154,Entire home/apt,220,2,40,02-11-2021,1.25,1,354,20,631910
33840899,KYMA Apartments - Athens Acropolis 21,14635878,Manos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96302,23.72135,Entire home/apt,54,1,17,20-11-2021,0.76,6,355,14,559534
33842051,Sweet & Cosy apt in the center of Athens,255524409,Eleftheria,,ΠΑΓΚΡΑΤΙ,37.96843,23.74787,Entire home/apt,35,1,27,10-08-2020,0.83,1,0,0,ΑΜΑ 00000689916
33848339,"Athena House, City Center, 100m from Metro!",255574586,Christos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98833,23.72187,Entire home/apt,22,1,93,19-12-2021,2.86,1,168,27,625077
33850130,Finesse luxury flat,135482892,Home+,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9613,23.722,Entire home/apt,57,1,22,23-08-2021,0.73,41,357,4,1096832
33851653,Central entire apartment in Athens!,190395753,Dimitris,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98485,23.71522,Entire home/apt,24,2,112,18-12-2021,3.51,1,164,30,639283
33853797,Diamond Home in the Heart of Athens,60051688,Ira,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96474,23.72504,Entire home/apt,51,1,153,01-12-2021,4.71,8,57,46,1176035
33856529,Athenian Garden House II (50m2),243653403,Dimitris,,ΑΜΠΕΛΟΚΗΠΟΙ,38.00069,23.76469,Entire home/apt,40,2,35,21-11-2021,1.08,1,149,14,627493
33864433,Cozy apartment with huge terrace and view,255712224,Alex,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9603,23.7237,Entire home/apt,35,2,48,06-12-2021,1.52,1,78,21,12345678901
33865785,FILOS UNDER ACROPOLIS,30685803,Georgios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96718,23.72619,Entire home/apt,55,1,7,24-10-2021,1.59,1,172,7,622065
33867324,Athens Museum Blue Grand Suite.,53254627,Giorgio,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99007,23.7358,Entire home/apt,24,2,122,03-12-2021,3.76,3,354,25,627766
33868171,Keramikos Apartment,255621420,Maria,,ΚΕΡΑΜΕΙΚΟΣ,37.98349,23.71677,Entire home/apt,23,2,57,10-12-2021,1.74,1,141,18,630134
33868313,Stroll to Acropolis From Calm Sanctum in Koukaki,255743875,Giorgos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96505,23.72431,Entire home/apt,78,2,114,13-12-2021,3.56,1,356,46,639192
33870240,Charming apartment near Panathenaic stadium,201857436,Veroniki,,ΠΑΓΚΡΑΤΙ,37.96995,23.7463,Entire home/apt,55,2,16,29-11-2021,0.5,1,270,5,625973
33870964,Athens Luxury City Center 2BDroom Modern Apartment,194062974,Βασιλης,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98627,23.74455,Entire home/apt,35,30,55,28-07-2021,1.7,6,0,5,1105777
33875467,Cute Penthouse close to Athens Historical Center,255802745,Κική,,ΠΕΤΡΑΛΩΝΑ,37.96611,23.70864,Entire home/apt,40,2,2,14-09-2019,0.07,1,0,0,648119
33877038,Modern Luxury and beautiful city views!,12576663,Evangelos,,ΠΑΓΚΡΑΤΙ,37.9666,23.74748,Entire home/apt,60,3,21,12-10-2021,0.7,1,59,11,645741
33880432,A14 Sunny & chic 2R apartment near Plaka&Parthenon,188478211,Pristine Urban Suites,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9782,23.72893,Entire home/apt,48,2,119,01-11-2021,3.66,13,303,42,620079
33881866,Enjoy view of Parthenon@sunny flat in the center,4777984,Romanos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97704,23.72653,Entire home/apt,87,2,126,13-12-2021,3.91,17,300,64,609634
33890701,"[Bonni] - Central apt , 8 min from metro!",219394325,Develop Trust,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99094,23.75896,Entire home/apt,25,3,31,24-11-2021,0.97,24,305,10,659062
33891311,Fresh and Clean apt for 6 in Koukaki,748818,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96411,23.71939,Entire home/apt,54,2,23,02-11-2021,0.72,60,355,8,1176450
33893648,Cozy Room,250458997,Athens Manor Houses,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97793,23.72904,Hotel room,119,1,0,,,6,352,0,
33893964,Suite,250458997,Athens Manor Houses,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97562,23.73032,Hotel room,162,1,0,,,6,365,0,
33894131,Junior Suite,250458997,Athens Manor Houses,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97578,23.72835,Hotel room,171,1,0,,,6,365,0,
33894498,Family Suite,250458997,Athens Manor Houses,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9766,23.73056,Hotel room,176,1,0,,,6,360,0,
33894610,Classic Room,250458997,Athens Manor Houses,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97597,23.7288,Hotel room,124,1,0,,,6,365,0,
33894795,Superior Room,250458997,Athens Manor Houses,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97761,23.72843,Hotel room,129,1,0,,,6,365,0,
33896781,Brand New Flat in the heart of Athens,24338170,Olga & Vicky,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97565,23.73045,Entire home/apt,60,2,46,28-11-2021,1.44,1,364,20,664119
33899575,Athens spot metro,154792125,Giorgos,,ΙΛΙΣΙΑ,37.97473,23.74932,Entire home/apt,41,1,109,24-10-2021,3.43,2,145,38,631386
33902024,Omnia Family Home Central Athens,220695037,Omnia,,ΠΑΓΚΡΑΤΙ,37.9664,23.75103,Entire home/apt,76,1,1,26-05-2019,0.03,8,0,0,
33918542,Amazing penthouse in Athens city center,256066188,Felix,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99573,23.73156,Entire home/apt,68,2,19,16-11-2021,0.59,1,185,4,619110
33923454,CASA BLANCA-a themed apartment nearby Acropolis,8342125,Steve,,ΘΗΣΕΙΟ,37.97727,23.72103,Entire home/apt,31,2,97,09-11-2021,3.09,4,356,34,576811
33925601,Top of the city Central studio with Acropolis View,1653525,Nikos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98587,23.73766,Entire home/apt,55,2,100,17-11-2021,3.07,13,365,25,1002364
33926396,HoMe + PsIrI ApArTmEnT,175796661,Giannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979748,23.724339,Entire home/apt,55,2,50,04-12-2021,1.64,9,180,22,1196297
33928768,Athens Pads-urban style living,225574518,George,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01915,23.73221,Entire home/apt,32,3,25,02-12-2021,0.8,1,336,11,622247
33934386,Boutique suite with view under Acropolis,75990171,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96468,23.72165,Entire home/apt,52,2,84,13-12-2021,2.58,6,323,34,619620
33935555,A17 Modern& Cosy 2R flat up to 4ppl near Parthenon,188478211,Pristine Urban Suites,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9794,23.73063,Entire home/apt,48,2,105,12-12-2021,3.25,13,350,41,620104
33936746,Acropolis view under the stars!,12867392,Theodore,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95946,23.7255,Entire home/apt,82,1,131,09-11-2021,4.05,9,329,48,648425
33939139,Plaka  Designed Apartment 2BR/2BA,109318631,Mika'S Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.971909,23.733053,Entire home/apt,88,2,20,05-09-2021,0.64,2,339,3,
33950001,Urban Athenian Flat in cool Kypseli!,19151774,Anna-Maria,,ΚΥΨΕΛΗ,37.99727,23.73813,Entire home/apt,35,2,9,25-08-2020,0.28,1,102,0,632437
33951438,Chloe Boutique Apartments Apollo,160067956,Nicholas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9749,23.73239,Entire home/apt,216,2,41,26-11-2021,2.43,4,299,29,943770
33951946,Urban 2BD Apartment in Koukaki,20104194,Upstreet,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96586,23.72643,Entire home/apt,88,1,43,13-10-2021,1.42,74,268,19,1144010
33954358,Attiki sunshine apartment with terrace. vipgreece.,189967864,Αριστειδης,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.0001,23.72458,Entire home/apt,32,3,6,19-08-2021,0.19,17,316,2,983281
33960092,Little gem 2 mins from Acropolis Museum,113353393,Harry,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96752,23.72878,Entire home/apt,79,2,82,18-12-2021,2.53,25,102,36,626412
33965971,Central apt with private rooftop and stunning view,256371974,Iwannna,,ΑΚΡΟΠΟΛΗ,37.97324,23.71873,Entire home/apt,45,2,60,29-11-2021,1.89,1,336,24,609259
33966601,Urban Artist Retreat,256480315,Ioannis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99432,23.76305,Entire home/apt,59,2,15,23-08-2021,0.48,1,176,4,634365
33966877,★ Couple's Getaway★|1BR|Close to Everything by GHH,47038350,Golden Home Holidays,,ΠΑΓΚΡΑΤΙ,37.97096,23.74737,Entire home/apt,52,2,21,11-02-2020,0.65,49,0,0,638009
33970146,Cozy Apartment,256300874,Panagiotis,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01896,23.72881,Entire home/apt,3000,20,2,29-04-2019,0.06,1,0,0,636205
33978240,47m² homm  Dandy  Lodge next to Thissio !,29927830,Homm ®,,ΚΕΡΑΜΕΙΚΟΣ,37.98119,23.71851,Entire home/apt,37,2,67,31-10-2021,2.1,153,337,18,624721
33984608,Acropolis balcony View in the heart of Athens,97987117,Tolis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99371,23.72333,Entire home/apt,80,3,84,21-11-2021,2.63,1,352,29,625791
33990666,Gina's cozy apartment,256648079,Γεωργια,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98965,23.74225,Entire home/apt,33,1,291,21-12-2021,9.52,2,279,142,692791
33991535,Cozy flat near the city centre,190962256,Yiannis,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02301,23.73739,Entire home/apt,90,2,0,,,1,178,0,
33993380,Central Top floor apartment with Akropolis view,97356271,Frangiska,,ΠΑΓΚΡΑΤΙ,37.96699,23.74946,Entire home/apt,48,2,21,16-11-2021,0.65,1,306,9,636409
34010016,Studio in Psirri - Triple A,3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9796,23.72575,Entire home/apt,13,1,26,18-12-2021,1.38,20,262,17,635289
34010711,Studio with Acropolis view (Triple A),3296820,Ronen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98,23.72667,Entire home/apt,13,1,30,15-12-2021,1.38,20,277,27,635289
34027669,Koukaki-Acropolis roomy with a private veranda apt,129860581,Emmanouil,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96332,23.72263,Entire home/apt,140,15,50,03-03-2020,1.57,6,297,0,
34028051,"Monastiraki Urban Apartment, next to the Metro.",114156592,Bill & John,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97735,23.72835,Entire home/apt,117,1,71,26-11-2021,2.26,32,365,28,602140
34030215,A11 Pristine & comfy studio near Plaka & Parthenon,188478211,Pristine Urban Suites,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97958,23.73056,Entire home/apt,44,2,148,18-12-2021,4.55,13,292,50,620035
34048163,Fresh and natural apartment in Athens,256228501,Maria,,ΠΑΓΚΡΑΤΙ,37.96937,23.75117,Entire home/apt,47,2,68,15-11-2021,2.14,2,112,16,640867
34049200,Apart. 6min form City Center & Acropolis 5person,196403572,Marios,,ΠΑΓΚΡΑΤΙ,37.97269,23.74987,Entire home/apt,44,1,0,,,9,365,0,610297
34049414,ATHEN CENTER  NEAR AKROPOLI AND SEA,257110680,Marsiol,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95968,23.72381,Entire home/apt,55,1,23,31-12-2020,0.72,1,206,1,
34049627,My Athens Diamond!,72877670,Vasiliki,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96634,23.72817,Entire home/apt,63,1,63,22-12-2021,1.96,7,343,31,639727
34051026,Renovated Loft At the Center of Monastiraki,34643286,Stavros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97535,23.72459,Entire home/apt,46,2,37,16-05-2021,1.15,5,297,2,768683
34051111,"Francesca's apartments ""Casa di famiglia""",257119117,Hostingme,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95977,23.73146,Entire home/apt,55,2,46,28-11-2021,1.45,8,261,10,
34051391,"Francesca's apartments ""L’attico""",257119117,Hostingme,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95781,23.73,Entire home/apt,50,2,43,10-11-2021,1.33,8,257,18,
34052116,Whole 2 bedroom apartment at Syntagma/Plaka,27730028,Yiannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97382,23.73233,Entire home/apt,65,1,68,21-11-2021,2.1,3,354,23,606939
34052867,"Francesca's apartments ""L’ultimo piano""",257119117,Hostingme,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9599,23.73118,Entire home/apt,46,2,8,15-11-2021,0.29,8,143,7,
34055442,"Comfort, central  flat, newly renovated",257157173,Dorian,,ΓΟΥΔΙ,37.9819,23.76158,Entire home/apt,30,1,9,03-09-2019,0.28,1,60,0,630780
34060521,Breathtaking view at the heart of Thisio“VP homes”,257198397,Yiota,,ΘΗΣΕΙΟ,37.97404,23.71677,Entire home/apt,70,1,190,19-12-2021,5.87,1,317,57,643981
34060621,Travel yeah! Ιn the heart of Athens,257197358,Ανθή,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98519,23.71497,Entire home/apt,50,180,22,01-09-2020,0.68,1,84,0,647035
34064518,central to all attractions+walk to E-train/M-Subway,244081133,Nondo,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95615,23.725363,Entire home/apt,33,4,12,17-11-2021,0.39,1,340,5,726982
34066463,Sunbathing near the Acropolis(Kerameikos-Gazi),59061243,Stefan,,ΚΕΡΑΜΕΙΚΟΣ,37.98469,23.71569,Entire home/apt,36,2,179,28-11-2021,5.52,1,0,52,911603
34069373,"Monastiraki Urban Place, Next to the Metro.",114156592,Bill & John,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97808,23.72881,Entire home/apt,85,1,2,22-11-2019,0.08,32,359,0,602162
34070734,Warm and Cozy apartment in Athens,256228501,Maria,,ΠΑΓΚΡΑΤΙ,37.9676,23.75275,Entire home/apt,53,2,58,17-12-2021,1.81,2,112,11,640958
34077595,Sweet penthouse apartment In Athens City Near Acropolis,228946520,Maria,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99839,23.72188,Entire home/apt,35,2,3,23-08-2019,0.1,1,160,0,
34079249,Museum of Modern Art Private Double Room in shared apartment next to Metro near Acropolis SF12,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96553,23.72565,Private room,31,1,23,09-11-2021,0.76,54,365,15,706660
34081684,Omonia Apartment,257359377,Δημητρης,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98505,23.72603,Entire home/apt,50,4,5,31-10-2021,0.96,1,354,5,125041
34081812,"ΑΘΗΝΑ- ΚENTΡΟ,  ΑΓ.ΝΙΚΟΛΑΟΣ . ΦΑΙΔΡΑ:  ΣΗΜΑΙΝΩ ΦΩΣ",257349251,Eygenios,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00277,23.72504,Entire home/apt,43,4,0,,,1,180,0,1142480534
34099888,☀ Sunny & Spacious 2BD apt near Acropolis,138512336,Yiota,,ΑΚΡΟΠΟΛΗ,37.96654,23.72346,Entire home/apt,45,1,71,01-12-2021,2.22,3,240,21,628679
34101320,Athenian apartment in Kolonaki super location,257508851,Tegea,,ΛΥΚΑΒΗΤΤΟΣ,37.98075,23.74098,Entire home/apt,43,1,18,26-11-2021,0.57,1,243,13,633984
34102569,93m² homm Chic Apartment close to Metaxourgeio,29927830,Homm ®,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9875,23.7194,Entire home/apt,53,2,71,28-11-2021,2.24,153,287,31,1105118
34103773,Αreti,174763041,Mary,,ΑΚΡΟΠΟΛΗ,37.9726,23.72685,Entire home/apt,120,3,0,,,1,365,0,
34105261,THE Loft Modern / Luxurius residence in Psirri,62982756,Spiros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.72395,Entire home/apt,64,2,56,25-11-2021,1.76,7,168,24,1217892
34106258,ACROPOLIS PARTHENON THISIO CENTRAL 53%DISCOUNT!,48462816,O'Shawn,,ΘΗΣΕΙΟ,37.97711,23.7176,Entire home/apt,30,1,173,20-12-2021,5.4,6,349,51,935781
34106996,Erato art loft,53402784,Konstantinos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98697,23.76254,Entire home/apt,33,1,33,25-11-2021,1.03,6,318,17,643493
34107543,Acropolis view- 6’ to Historical Ctr charming Loft,67712347,Dpa,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95678,23.72432,Entire home/apt,37,2,126,03-12-2021,3.89,8,352,36,645173
34114128,Minimalist Studio with Acropolis view,11114234,Radha & George,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98684,23.73471,Entire home/apt,49,3,56,15-10-2021,1.78,2,266,12,735895
34119481,Artistic apartment close to the historical center!,103020563,Margarita,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99641,23.72628,Entire home/apt,26,2,2,18-06-2019,0.06,1,313,0,126874206
34132088,Minimalist Studio with lush rooftop terrace,11114234,Radha & George,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98771,23.73318,Entire home/apt,65,2,26,01-12-2021,0.82,2,352,7,637468
34134130,NEW/CosmosDome. Best view in the heart of Athens!,257558130,Stella,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97651,23.73351,Entire home/apt,108,2,22,31-07-2021,0.7,2,173,1,661876
34144135,"Spacious classy penthouse, 8’ from the city center",107779177,Fay,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00223,23.73002,Entire home/apt,58,1,1,10-07-2019,0.03,1,268,0,
